Date,Operating_Profit,Net_Profit,Total_Equity,Total_Liabilities,Revenue
2007.5.31,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.1,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.4,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.5,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.6,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.7,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.8,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.11,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.12,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.13,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.14,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.15,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.18,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.19,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.20,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.21,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.22,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.25,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.26,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.27,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.28,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.6.29,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.2,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.3,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.4,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.5,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.6,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.9,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.10,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.11,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.12,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.13,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.16,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.17,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.18,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.19,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.20,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.23,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.24,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.25,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.26,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.27,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.30,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.7.31,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.1,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.2,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.3,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.6,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.7,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.8,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.9,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.10,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.13,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.14,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.15,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.16,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.17,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.20,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.21,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.22,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.23,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.24,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.27,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.28,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.29,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.30,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.8.31,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.3,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.4,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.5,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.6,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.7,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.10,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.11,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.12,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.13,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.14,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.17,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.18,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.19,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.20,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.21,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.24,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.25,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.26,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.27,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.9.28,9.00781E+12,7.92609E+12,4.79399E+13,3.34263E+13,8.54256E+13
2007.10.1,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.2,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.3,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.4,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.5,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.8,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.9,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.10,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.11,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.12,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.15,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.16,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.17,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.18,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.19,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.22,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.23,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.24,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.25,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.26,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.29,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.30,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.10.31,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.1,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.2,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.5,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.6,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.7,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.8,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.9,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.12,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.13,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.14,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.15,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.16,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.19,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.20,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.21,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.22,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.23,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.26,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.27,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.28,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.29,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.11.30,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.3,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.4,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.5,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.6,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.7,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.10,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.11,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.12,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.13,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.14,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.17,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.18,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.19,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.20,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.21,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.24,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.25,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.26,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.27,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.28,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2007.12.31,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.1,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.2,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.3,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.4,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.7,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.8,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.9,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.10,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.11,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.14,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.15,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.16,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.17,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.18,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.21,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.22,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.23,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.24,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.25,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.28,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.29,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.30,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.1.31,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.1,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.4,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.5,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.6,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.7,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.8,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.11,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.12,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.13,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.14,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.15,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.18,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.19,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.20,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.21,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.22,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.25,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.26,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.27,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.28,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.2.29,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.3,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.4,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.5,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.6,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.7,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.10,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.11,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.12,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.13,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.14,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.17,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.18,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.19,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.20,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.21,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.24,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.25,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.26,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.27,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.28,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.3.31,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.1,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.2,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.3,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.4,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.7,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.8,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.9,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.10,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.11,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.14,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.15,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.16,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.17,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.18,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.21,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.22,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.23,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.24,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.25,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.28,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.29,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.4.30,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.1,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.2,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.5,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.6,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.7,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.8,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.9,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.12,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.13,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.14,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.15,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.16,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.19,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.20,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.21,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.22,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.23,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.26,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.27,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.28,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.29,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.5.30,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.2,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.3,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.4,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.5,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.6,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.9,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.10,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.11,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.12,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.13,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.16,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.17,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.18,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.19,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.20,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.23,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.24,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.25,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.26,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.27,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.6.30,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.1,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.2,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.3,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.4,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.7,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.8,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.9,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.10,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.11,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.14,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.15,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.16,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.17,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
2008.7.18,8.97329E+12,7.92298E+12,5.59719E+13,3.74032E+13,9.85078E+13
